hebrew_city_name,city_code,year,total_open_requests,total_requests,total_approved_requests,longitude,latitude
זכרון יעקב,9300,2017,4,2.0,2.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2018,4,4.0,2.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2019,6,3.0,1.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2020,8,0.0,2.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2021,6,1.0,0.0,34.967999084460715,32.5649531
זכרון יעקב,9300,2022,7,0.0,0.0,34.967999084460715,32.5649531
חדרה,6500,2005,0,0.0,0.0,34.9198258,32.43699
חדרה,6500,2006,0,0.0,0.0,34.9198258,32.43699
חדרה,6500,2007,0,0.0,0.0,34.9198258,32.43699
חדרה,6500,2008,0,1.0,0.0,34.9198258,32.43699
חדרה,6500,2009,1,1.0,0.0,34.9198258,32.43699
חדרה,6500,2010,2,0.0,1.0,34.9198258,32.43699
חדרה,6500,2011,1,0.0,0.0,34.9198258,32.43699
חדרה,6500,2012,1,2.0,0.0,34.9198258,32.43699
חדרה,6500,2013,3,9.0,1.0,34.9198258,32.43699
חדרה,6500,2014,11,16.0,3.0,34.9198258,32.43699
חדרה,6500,2015,24,20.0,7.0,34.9198258,32.43699
חדרה,6500,2016,37,5.0,13.0,34.9198258,32.43699
חדרה,6500,2017,29,3.0,3.0,34.9198258,32.43699
חדרה,6500,2018,29,2.0,5.0,34.9198258,32.43699
חדרה,6500,2019,26,2.0,2.0,34.9198258,32.43699
חדרה,6500,2020,26,2.0,3.0,34.9198258,32.43699
חדרה,6500,2021,25,0.0,2.0,34.9198258,32.43699
חדרה,6500,2022,23,1.0,0.0,34.9198258,32.43699
חולון,6600,2005,0,0.0,0.0,34.78595635978459,32.01599895
חולון,6600,2006,0,0.0,0.0,34.78595635978459,32.01599895
חולון,6600,2007,0,0.0,0.0,34.78595635978459,32.01599895
חולון,6600,2008,0,1.0,0.0,34.78595635978459,32.01599895
חולון,6600,2009,1,1.0,1.0,34.78595635978459,32.01599895
חולון,6600,2010,1,2.0,0.0,34.78595635978459,32.01599895
חולון,6600,2011,3,11.0,0.0,34.78595635978459,32.01599895
חולון,6600,2012,14,5.0,2.0,34.78595635978459,32.01599895
חולון,6600,2013,17,31.0,2.0,34.78595635978459,32.01599895
חולון,6600,2014,46,38.0,13.0,34.78595635978459,32.01599895
חולון,6600,2015,71,73.0,21.0,34.78595635978459,32.01599895
חולון,6600,2016,123,54.0,23.0,34.78595635978459,32.01599895
חולון,6600,2017,154,36.0,30.0,34.78595635978459,32.01599895
חולון,6600,2018,160,12.0,45.0,34.78595635978459,32.01599895
חולון,6600,2019,127,27.0,33.0,34.78595635978459,32.01599895
חולון,6600,2020,121,11.0,19.0,34.78595635978459,32.01599895
חולון,6600,2021,113,2.0,17.0,34.78595635978459,32.01599895
חולון,6600,2022,98,11.0,14.0,34.78595635978459,32.01599895
חיפה,4000,2005,0,0.0,0.0,34.9983856,32.8191218
חיפה,4000,2006,0,4.0,1.0,34.9983856,32.8191218
חיפה,4000,2007,3,6.0,0.0,34.9983856,32.8191218
חיפה,4000,2008,9,4.0,1.0,34.9983856,32.8191218
חיפה,4000,2009,12,15.0,3.0,34.9983856,32.8191218
חיפה,4000,2010,24,8.0,5.0,34.9983856,32.8191218
חיפה,4000,2011,27,32.0,5.0,34.9983856,32.8191218
חיפה,4000,2012,54,52.0,12.0,34.9983856,32.8191218
חיפה,4000,2013,94,67.0,17.0,34.9983856,32.8191218
חיפה,4000,2014,144,118.0,30.0,34.9983856,32.8191218
חיפה,4000,2015,232,127.0,47.0,34.9983856,32.8191218
חיפה,4000,2016,312,93.0,56.0,34.9983856,32.8191218
חיפה,4000,2017,349,55.0,62.0,34.9983856,32.8191218
חיפה,4000,2018,342,40.0,58.0,34.9983856,32.8191218
חיפה,4000,2019,324,60.0,35.0,34.9983856,32.8191218
חיפה,4000,2020,349,76.0,37.0,34.9983856,32.8191218
חיפה,4000,2021,388,47.0,59.0,34.9983856,32.8191218
חיפה,4000,2022,376,39.0,29.0,34.9983856,32.8191218
טבריה,6700,2005,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2006,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2007,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2008,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2009,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2010,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2011,0,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2012,0,16.0,14.0,35.520605941555814,32.782996
טבריה,6700,2013,2,3.0,4.0,35.520605941555814,32.782996
טבריה,6700,2014,1,1.0,1.0,35.520605941555814,32.782996
טבריה,6700,2015,1,0.0,0.0,35.520605941555814,32.782996
טבריה,6700,2016,1,1.0,1.0,35.520605941555814,32.782996
טבריה,6700,2017,1,7.0,3.0,35.520605941555814,32.782996
טבריה,6700,2018,5,3.0,2.0,35.520605941555814,32.782996
טבריה,6700,2019,6,4.0,5.0,35.520605941555814,32.782996
טבריה,6700,2020,5,3.0,1.0,35.520605941555814,32.782996
טבריה,6700,2021,7,4.0,2.0,35.520605941555814,32.782996
טבריה,6700,2022,9,2.0,0.0,35.520605941555814,32.782996
טירת כרמל,2100,2005,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2006,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2007,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2008,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2009,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2010,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2011,0,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2012,0,1.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2013,1,1.0,1.0,34.9715506,32.7613834
טירת כרמל,2100,2014,1,2.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2015,3,0.0,1.0,34.9715506,32.7613834
טירת כרמל,2100,2016,2,1.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2017,3,0.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2018,3,4.0,1.0,34.9715506,32.7613834
טירת כרמל,2100,2019,6,1.0,1.0,34.9715506,32.7613834
טירת כרמל,2100,2020,6,4.0,0.0,34.9715506,32.7613834
טירת כרמל,2100,2021,10,1.0,2.0,34.9715506,32.7613834
טירת כרמל,2100,2022,9,2.0,2.0,34.9715506,32.7613834
יבנה,2660,2005,0,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2006,0,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2007,0,1.0,0.0,34.7382974,31.8768863
יבנה,2660,2008,1,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2009,1,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2010,1,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2011,1,1.0,0.0,34.7382974,31.8768863
יבנה,2660,2012,2,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2013,2,3.0,1.0,34.7382974,31.8768863
יבנה,2660,2014,4,5.0,0.0,34.7382974,31.8768863
יבנה,2660,2015,9,4.0,3.0,34.7382974,31.8768863
יבנה,2660,2016,10,0.0,1.0,34.7382974,31.8768863
יבנה,2660,2017,9,0.0,6.0,34.7382974,31.8768863
יבנה,2660,2018,3,9.0,0.0,34.7382974,31.8768863
יבנה,2660,2019,12,3.0,1.0,34.7382974,31.8768863
יבנה,2660,2020,14,0.0,0.0,34.7382974,31.8768863
יבנה,2660,2021,14,5.0,2.0,34.7382974,31.8768863
יבנה,2660,2022,17,1.0,7.0,34.7382974,31.8768863
יהוד,9400,2005,0,0.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2006,0,0.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2007,0,0.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2008,0,0.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2009,0,0.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2010,0,1.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2011,1,2.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2012,3,3.0,1.0,34.88778200199643,32.0330659
יהוד,9400,2013,5,0.0,1.0,34.88778200199643,32.0330659
יהוד,9400,2014,4,1.0,1.0,34.88778200199643,32.0330659
יהוד,9400,2015,4,0.0,1.0,34.88778200199643,32.0330659
יהוד,9400,2016,3,2.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2017,5,1.0,1.0,34.88778200199643,32.0330659
יהוד,9400,2018,5,0.0,2.0,34.88778200199643,32.0330659
יהוד,9400,2019,3,0.0,1.0,34.88778200199643,32.0330659
יהוד,9400,2020,2,0.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2021,2,2.0,0.0,34.88778200199643,32.0330659
יהוד,9400,2022,4,1.0,0.0,34.88778200199643,32.0330659
יקנעם עילית,240,2005,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2006,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2007,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2008,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2009,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2010,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2011,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2012,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2013,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2014,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2015,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2016,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2017,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2018,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2019,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2020,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2021,0,0.0,0.0,35.09980553528567,32.655224849999996
יקנעם עילית,240,2022,0,0.0,0.0,35.09980553528567,32.655224849999996
ירושלים,3000,2005,0,0.0,0.0,35.2257626,31.7788242
ירושלים,3000,2006,0,1.0,0.0,35.2257626,31.7788242
ירושלים,3000,2007,1,0.0,0.0,35.2257626,31.7788242
ירושלים,3000,2008,1,1.0,0.0,35.2257626,31.7788242
ירושלים,3000,2009,2,2.0,0.0,35.2257626,31.7788242
ירושלים,3000,2010,4,4.0,0.0,35.2257626,31.7788242
ירושלים,3000,2011,8,6.0,1.0,35.2257626,31.7788242
ירושלים,3000,2012,13,6.0,7.0,35.2257626,31.7788242
ירושלים,3000,2013,12,13.0,3.0,35.2257626,31.7788242
ירושלים,3000,2014,22,30.0,6.0,35.2257626,31.7788242
ירושלים,3000,2015,46,52.0,17.0,35.2257626,31.7788242
ירושלים,3000,2016,81,71.0,21.0,35.2257626,31.7788242
ירושלים,3000,2017,131,67.0,37.0,35.2257626,31.7788242
ירושלים,3000,2018,161,65.0,36.0,35.2257626,31.7788242
ירושלים,3000,2019,190,92.0,66.0,35.2257626,31.7788242
ירושלים,3000,2020,216,75.0,47.0,35.2257626,31.7788242
ירושלים,3000,2021,244,87.0,57.0,35.2257626,31.7788242
ירושלים,3000,2022,274,55.0,57.0,35.2257626,31.7788242
כפר סבא,6900,2005,0,0.0,0.0,34.907459,32.1773471
כפר סבא,6900,2006,0,3.0,0.0,34.907459,32.1773471
כפר סבא,6900,2007,3,1.0,0.0,34.907459,32.1773471
כפר סבא,6900,2008,4,6.0,2.0,34.907459,32.1773471
כפר סבא,6900,2009,8,4.0,0.0,34.907459,32.1773471
כפר סבא,6900,2010,12,1.0,2.0,34.907459,32.1773471
כפר סבא,6900,2011,11,4.0,3.0,34.907459,32.1773471
כפר סבא,6900,2012,12,6.0,1.0,34.907459,32.1773471
כפר סבא,6900,2013,17,8.0,2.0,34.907459,32.1773471
כפר סבא,6900,2014,23,16.0,3.0,34.907459,32.1773471
כפר סבא,6900,2015,36,18.0,5.0,34.907459,32.1773471
כפר סבא,6900,2016,49,9.0,13.0,34.907459,32.1773471
כפר סבא,6900,2017,45,2.0,11.0,34.907459,32.1773471
כפר סבא,6900,2018,36,9.0,7.0,34.907459,32.1773471
כפר סבא,6900,2019,38,12.0,6.0,34.907459,32.1773471
כפר סבא,6900,2020,44,12.0,4.0,34.907459,32.1773471
כפר סבא,6900,2021,52,8.0,9.0,34.907459,32.1773471
כפר סבא,6900,2022,51,5.0,6.0,34.907459,32.1773471
כפר שמריהו,267,2005,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2006,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2007,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2008,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2009,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2010,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2011,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2012,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2013,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2014,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2015,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2016,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2017,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2018,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2019,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2020,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2021,0,0.0,0.0,34.8197755,32.1853666
כפר שמריהו,267,2022,0,0.0,0.0,34.8197755,32.1853666
כרמיאל,1139,2005,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2006,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2007,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2008,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2009,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2010,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2011,0,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2012,0,1.0,0.0,35.293429,32.9159104
כרמיאל,1139,2013,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2014,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2015,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2016,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2017,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2018,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2019,1,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2020,1,1.0,0.0,35.293429,32.9159104
כרמיאל,1139,2021,2,0.0,0.0,35.293429,32.9159104
כרמיאל,1139,2022,2,1.0,1.0,35.293429,32.9159104
לוד,7000,2005,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2006,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2007,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2008,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2009,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2010,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2011,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2012,0,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2013,0,2.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2014,2,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2015,2,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2016,2,1.0,2.0,34.89028367347144,31.953371150000002
לוד,7000,2017,1,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2018,1,0.0,1.0,34.89028367347144,31.953371150000002
לוד,7000,2019,0,1.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2020,1,2.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2021,3,0.0,0.0,34.89028367347144,31.953371150000002
לוד,7000,2022,3,0.0,0.0,34.89028367347144,31.953371150000002
מזכרת בתיה,28,2005,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2006,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2007,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2008,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2009,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2010,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2011,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2012,0,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2013,0,1.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2014,1,1.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2015,2,0.0,1.0,34.8411635,31.8514378
מזכרת בתיה,28,2016,1,3.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2017,4,2.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2018,6,2.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2019,8,1.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2020,9,0.0,0.0,34.8411635,31.8514378
מזכרת בתיה,28,2021,9,0.0,1.0,34.8411635,31.8514378
מזכרת בתיה,28,2022,8,0.0,0.0,34.8411635,31.8514378
מעלות תרשיחא,1063,2005,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2006,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2007,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2008,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2009,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2010,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2011,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2012,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2013,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2014,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2015,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2016,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2017,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2018,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2019,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2020,0,0.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2021,0,1.0,0.0,35.2759666,33.0157394
מעלות תרשיחא,1063,2022,1,0.0,0.0,35.2759666,33.0157394
נהריה,9100,2005,0,0.0,0.0,35.10178199390239,33.016762150000005
נהריה,9100,2006,0,1.0,0.0,35.10178199390239,33.016762150000005
נהריה,9100,2007,1,2.0,0.0,35.10178199390239,33.016762150000005
נהריה,9100,2008,3,1.0,1.0,35.10178199390239,33.016762150000005
נהריה,9100,2009,3,0.0,0.0,35.10178199390239,33.016762150000005
נהריה,9100,2010,3,2.0,2.0,35.10178199390239,33.016762150000005
נהריה,9100,2011,3,3.0,0.0,35.10178199390239,33.016762150000005
נהריה,9100,2012,6,4.0,1.0,35.10178199390239,33.016762150000005
נהריה,9100,2013,9,10.0,3.0,35.10178199390239,33.016762150000005
נהריה,9100,2014,16,19.0,7.0,35.10178199390239,33.016762150000005
נהריה,9100,2015,28,11.0,12.0,35.10178199390239,33.016762150000005
נהריה,9100,2016,27,21.0,7.0,35.10178199390239,33.016762150000005
נהריה,9100,2017,41,13.0,14.0,35.10178199390239,33.016762150000005
נהריה,9100,2018,40,8.0,2.0,35.10178199390239,33.016762150000005
נהריה,9100,2019,46,13.0,10.0,35.10178199390239,33.016762150000005
נהריה,9100,2020,49,7.0,13.0,35.10178199390239,33.016762150000005
נהריה,9100,2021,43,14.0,3.0,35.10178199390239,33.016762150000005
נהריה,9100,2022,54,2.0,4.0,35.10178199390239,33.016762150000005
נס ציונה,7200,2005,0,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2006,0,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2007,0,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2008,0,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2009,0,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2010,0,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2011,0,1.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2012,1,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2013,1,0.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2014,1,5.0,1.0,34.79413999283129,31.9208636
נס ציונה,7200,2015,5,6.0,3.0,34.79413999283129,31.9208636
נס ציונה,7200,2016,8,4.0,2.0,34.79413999283129,31.9208636
נס ציונה,7200,2017,10,6.0,5.0,34.79413999283129,31.9208636
נס ציונה,7200,2018,11,4.0,3.0,34.79413999283129,31.9208636
נס ציונה,7200,2019,12,1.0,0.0,34.79413999283129,31.9208636
נס ציונה,7200,2020,13,0.0,4.0,34.79413999283129,31.9208636
נס ציונה,7200,2021,9,3.0,1.0,34.79413999283129,31.9208636
נס ציונה,7200,2022,11,0.0,1.0,34.79413999283129,31.9208636
נשר,2500,2005,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2006,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2007,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2008,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2009,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2010,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2011,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2012,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2013,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2014,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2015,0,1.0,0.0,35.0381249,32.7708797
נשר,2500,2016,1,0.0,0.0,35.0381249,32.7708797
נשר,2500,2017,1,0.0,1.0,35.0381249,32.7708797
נשר,2500,2018,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2019,0,0.0,0.0,35.0381249,32.7708797
נשר,2500,2020,0,1.0,0.0,35.0381249,32.7708797
נשר,2500,2021,1,0.0,0.0,35.0381249,32.7708797
נשר,2500,2022,1,0.0,0.0,35.0381249,32.7708797
נתניה,7400,2005,0,0.0,0.0,34.8566246,32.3286181
נתניה,7400,2006,0,0.0,0.0,34.8566246,32.3286181
נתניה,7400,2007,0,0.0,0.0,34.8566246,32.3286181
נתניה,7400,2008,0,1.0,0.0,34.8566246,32.3286181
נתניה,7400,2009,1,0.0,0.0,34.8566246,32.3286181
נתניה,7400,2010,1,0.0,0.0,34.8566246,32.3286181
נתניה,7400,2011,1,5.0,0.0,34.8566246,32.3286181
נתניה,7400,2012,6,10.0,2.0,34.8566246,32.3286181
נתניה,7400,2013,14,26.0,4.0,34.8566246,32.3286181
נתניה,7400,2014,36,24.0,11.0,34.8566246,32.3286181
נתניה,7400,2015,49,17.0,13.0,34.8566246,32.3286181
נתניה,7400,2016,53,17.0,16.0,34.8566246,32.3286181
נתניה,7400,2017,54,18.0,9.0,34.8566246,32.3286181
נתניה,7400,2018,63,17.0,12.0,34.8566246,32.3286181
נתניה,7400,2019,68,14.0,11.0,34.8566246,32.3286181
נתניה,7400,2020,71,3.0,5.0,34.8566246,32.3286181
נתניה,7400,2021,69,2.0,9.0,34.8566246,32.3286181
נתניה,7400,2022,62,4.0,0.0,34.8566246,32.3286181
עכו,7600,2005,0,0.0,0.0,35.0756378,32.9281731
עכו,7600,2006,0,0.0,0.0,35.0756378,32.9281731
עכו,7600,2007,0,0.0,0.0,35.0756378,32.9281731
עכו,7600,2008,0,0.0,0.0,35.0756378,32.9281731
עכו,7600,2009,0,0.0,0.0,35.0756378,32.9281731
עכו,7600,2010,0,1.0,0.0,35.0756378,32.9281731
עכו,7600,2011,1,1.0,0.0,35.0756378,32.9281731
עכו,7600,2012,2,0.0,0.0,35.0756378,32.9281731
עכו,7600,2013,2,6.0,0.0,35.0756378,32.9281731
עכו,7600,2014,8,2.0,0.0,35.0756378,32.9281731
עכו,7600,2015,10,2.0,0.0,35.0756378,32.9281731
עכו,7600,2016,12,2.0,2.0,35.0756378,32.9281731
עכו,7600,2017,12,5.0,1.0,35.0756378,32.9281731
עכו,7600,2018,16,2.0,2.0,35.0756378,32.9281731
עכו,7600,2019,16,3.0,0.0,35.0756378,32.9281731
עכו,7600,2020,19,4.0,0.0,35.0756378,32.9281731
עכו,7600,2021,23,2.0,4.0,35.0756378,32.9281731
עכו,7600,2022,21,5.0,2.0,35.0756378,32.9281731
עפולה,7700,2005,0,0.0,0.0,35.28568160556101,32.6090718
עפולה,7700,2006,0,0.0,0.0,35.28568160556101,32.6090718
עפולה,7700,2007,0,0.0,0.0,35.28568160556101,32.6090718
