hebrew_city_name,city_code,year,total_requests,total_approved_requests
כפר סבא,6900,2018,9.0,7.0
כפר סבא,6900,2019,12.0,6.0
כפר סבא,6900,2020,12.0,4.0
כפר סבא,6900,2021,8.0,9.0
כפר סבא,6900,2022,5.0,6.0
כפר שמריהו,267,2005,0.0,0.0
כפר שמריהו,267,2006,0.0,0.0
כפר שמריהו,267,2007,0.0,0.0
כפר שמריהו,267,2008,0.0,0.0
כפר שמריהו,267,2009,0.0,0.0
כפר שמריהו,267,2010,0.0,0.0
כפר שמריהו,267,2011,0.0,0.0
כפר שמריהו,267,2012,0.0,0.0
כפר שמריהו,267,2013,0.0,0.0
כפר שמריהו,267,2014,0.0,0.0
כפר שמריהו,267,2015,0.0,0.0
כפר שמריהו,267,2016,0.0,0.0
כפר שמריהו,267,2017,0.0,0.0
כפר שמריהו,267,2018,0.0,0.0
כפר שמריהו,267,2019,0.0,0.0
כפר שמריהו,267,2020,0.0,0.0
כפר שמריהו,267,2021,0.0,0.0
כפר שמריהו,267,2022,0.0,0.0
כרמיאל,1139,2005,0.0,0.0
כרמיאל,1139,2006,0.0,0.0
כרמיאל,1139,2007,0.0,0.0
כרמיאל,1139,2008,0.0,0.0
כרמיאל,1139,2009,0.0,0.0
כרמיאל,1139,2010,0.0,0.0
כרמיאל,1139,2011,0.0,0.0
כרמיאל,1139,2012,1.0,0.0
כרמיאל,1139,2013,0.0,0.0
כרמיאל,1139,2014,0.0,0.0
כרמיאל,1139,2015,0.0,0.0
כרמיאל,1139,2016,0.0,0.0
כרמיאל,1139,2017,0.0,0.0
כרמיאל,1139,2018,0.0,0.0
כרמיאל,1139,2019,0.0,0.0
כרמיאל,1139,2020,1.0,0.0
כרמיאל,1139,2021,0.0,0.0
כרמיאל,1139,2022,1.0,1.0
לוד,7000,2005,0.0,0.0
לוד,7000,2006,0.0,0.0
לוד,7000,2007,0.0,0.0
לוד,7000,2008,0.0,0.0
לוד,7000,2009,0.0,0.0
לוד,7000,2010,0.0,0.0
לוד,7000,2011,0.0,0.0
לוד,7000,2012,0.0,0.0
לוד,7000,2013,2.0,0.0
לוד,7000,2014,0.0,0.0
לוד,7000,2015,0.0,0.0
לוד,7000,2016,1.0,2.0
לוד,7000,2017,0.0,0.0
לוד,7000,2018,0.0,1.0
לוד,7000,2019,1.0,0.0
לוד,7000,2020,2.0,0.0
לוד,7000,2021,0.0,0.0
לוד,7000,2022,0.0,0.0
מזכרת בתיה,28,2005,0.0,0.0
מזכרת בתיה,28,2006,0.0,0.0
מזכרת בתיה,28,2007,0.0,0.0
מזכרת בתיה,28,2008,0.0,0.0
מזכרת בתיה,28,2009,0.0,0.0
מזכרת בתיה,28,2010,0.0,0.0
מזכרת בתיה,28,2011,0.0,0.0
מזכרת בתיה,28,2012,0.0,0.0
מזכרת בתיה,28,2013,1.0,0.0
מזכרת בתיה,28,2014,1.0,0.0
מזכרת בתיה,28,2015,0.0,1.0
מזכרת בתיה,28,2016,3.0,0.0
מזכרת בתיה,28,2017,2.0,0.0
מזכרת בתיה,28,2018,2.0,0.0
מזכרת בתיה,28,2019,1.0,0.0
מזכרת בתיה,28,2020,0.0,0.0
מזכרת בתיה,28,2021,0.0,1.0
מזכרת בתיה,28,2022,0.0,0.0
מעלות תרשיחא,1063,2005,0.0,0.0
מעלות תרשיחא,1063,2006,0.0,0.0
מעלות תרשיחא,1063,2007,0.0,0.0
מעלות תרשיחא,1063,2008,0.0,0.0
מעלות תרשיחא,1063,2009,0.0,0.0
מעלות תרשיחא,1063,2010,0.0,0.0
מעלות תרשיחא,1063,2011,0.0,0.0
מעלות תרשיחא,1063,2012,0.0,0.0
מעלות תרשיחא,1063,2013,0.0,0.0
מעלות תרשיחא,1063,2014,0.0,0.0
מעלות תרשיחא,1063,2015,0.0,0.0
מעלות תרשיחא,1063,2016,0.0,0.0
מעלות תרשיחא,1063,2017,0.0,0.0
מעלות תרשיחא,1063,2018,0.0,0.0
מעלות תרשיחא,1063,2019,0.0,0.0
מעלות תרשיחא,1063,2020,0.0,0.0
מעלות תרשיחא,1063,2021,1.0,0.0
מעלות תרשיחא,1063,2022,0.0,0.0
נהריה,9100,2005,0.0,0.0
נהריה,9100,2006,1.0,0.0
נהריה,9100,2007,2.0,0.0
נהריה,9100,2008,1.0,1.0
נהריה,9100,2009,0.0,0.0
נהריה,9100,2010,2.0,2.0
נהריה,9100,2011,3.0,0.0
נהריה,9100,2012,4.0,1.0
נהריה,9100,2013,10.0,3.0
נהריה,9100,2014,19.0,7.0
נהריה,9100,2015,11.0,12.0
נהריה,9100,2016,21.0,7.0
נהריה,9100,2017,13.0,14.0
נהריה,9100,2018,8.0,2.0
נהריה,9100,2019,13.0,10.0
נהריה,9100,2020,7.0,13.0
נהריה,9100,2021,14.0,3.0
נהריה,9100,2022,2.0,4.0
נס ציונה,7200,2005,0.0,0.0
נס ציונה,7200,2006,0.0,0.0
נס ציונה,7200,2007,0.0,0.0
נס ציונה,7200,2008,0.0,0.0
נס ציונה,7200,2009,0.0,0.0
נס ציונה,7200,2010,0.0,0.0
נס ציונה,7200,2011,1.0,0.0
נס ציונה,7200,2012,0.0,0.0
נס ציונה,7200,2013,0.0,0.0
נס ציונה,7200,2014,5.0,1.0
נס ציונה,7200,2015,6.0,3.0
נס ציונה,7200,2016,4.0,2.0
נס ציונה,7200,2017,6.0,5.0
נס ציונה,7200,2018,4.0,3.0
נס ציונה,7200,2019,1.0,0.0
נס ציונה,7200,2020,0.0,4.0
נס ציונה,7200,2021,3.0,1.0
נס ציונה,7200,2022,0.0,1.0
נשר,2500,2005,0.0,0.0
נשר,2500,2006,0.0,0.0
נשר,2500,2007,0.0,0.0
נשר,2500,2008,0.0,0.0
נשר,2500,2009,0.0,0.0
נשר,2500,2010,0.0,0.0
נשר,2500,2011,0.0,0.0
נשר,2500,2012,0.0,0.0
נשר,2500,2013,0.0,0.0
נשר,2500,2014,0.0,0.0
נשר,2500,2015,1.0,0.0
נשר,2500,2016,0.0,0.0
נשר,2500,2017,0.0,1.0
נשר,2500,2018,0.0,0.0
נשר,2500,2019,0.0,0.0
נשר,2500,2020,1.0,0.0
נשר,2500,2021,0.0,0.0
נשר,2500,2022,0.0,0.0
נתניה,7400,2005,0.0,0.0
נתניה,7400,2006,0.0,0.0
נתניה,7400,2007,0.0,0.0
נתניה,7400,2008,1.0,0.0
נתניה,7400,2009,0.0,0.0
נתניה,7400,2010,0.0,0.0
נתניה,7400,2011,5.0,0.0
נתניה,7400,2012,10.0,2.0
נתניה,7400,2013,26.0,4.0
נתניה,7400,2014,24.0,11.0
נתניה,7400,2015,17.0,13.0
נתניה,7400,2016,17.0,16.0
נתניה,7400,2017,18.0,9.0
נתניה,7400,2018,17.0,12.0
נתניה,7400,2019,14.0,11.0
נתניה,7400,2020,3.0,5.0
נתניה,7400,2021,2.0,9.0
נתניה,7400,2022,4.0,0.0
עכו,7600,2005,0.0,0.0
עכו,7600,2006,0.0,0.0
עכו,7600,2007,0.0,0.0
עכו,7600,2008,0.0,0.0
עכו,7600,2009,0.0,0.0
עכו,7600,2010,1.0,0.0
עכו,7600,2011,1.0,0.0
עכו,7600,2012,0.0,0.0
עכו,7600,2013,6.0,0.0
עכו,7600,2014,2.0,0.0
עכו,7600,2015,2.0,0.0
עכו,7600,2016,2.0,2.0
עכו,7600,2017,5.0,1.0
עכו,7600,2018,2.0,2.0
עכו,7600,2019,3.0,0.0
עכו,7600,2020,4.0,0.0
עכו,7600,2021,2.0,4.0
עכו,7600,2022,5.0,2.0
עפולה,7700,2005,0.0,0.0
עפולה,7700,2006,0.0,0.0
עפולה,7700,2007,0.0,0.0
עפולה,7700,2008,0.0,0.0
עפולה,7700,2009,0.0,0.0
עפולה,7700,2010,0.0,0.0
עפולה,7700,2011,0.0,0.0
עפולה,7700,2012,0.0,0.0
עפולה,7700,2013,0.0,0.0
עפולה,7700,2014,0.0,0.0
עפולה,7700,2015,1.0,0.0
עפולה,7700,2016,0.0,1.0
עפולה,7700,2017,2.0,1.0
עפולה,7700,2018,0.0,0.0
עפולה,7700,2019,1.0,0.0
עפולה,7700,2020,0.0,1.0
עפולה,7700,2021,3.0,0.0
עפולה,7700,2022,0.0,1.0
פרדס חנה כרכור,7800,2005,0.0,0.0
פרדס חנה כרכור,7800,2006,0.0,0.0
פרדס חנה כרכור,7800,2007,0.0,0.0
פרדס חנה כרכור,7800,2008,0.0,0.0
פרדס חנה כרכור,7800,2009,0.0,0.0
פרדס חנה כרכור,7800,2010,0.0,0.0
פרדס חנה כרכור,7800,2011,0.0,0.0
פרדס חנה כרכור,7800,2012,0.0,0.0
פרדס חנה כרכור,7800,2013,0.0,0.0
פרדס חנה כרכור,7800,2014,0.0,0.0
פרדס חנה כרכור,7800,2015,0.0,0.0
פרדס חנה כרכור,7800,2016,1.0,0.0
פרדס חנה כרכור,7800,2017,1.0,0.0
פרדס חנה כרכור,7800,2018,0.0,2.0
פרדס חנה כרכור,7800,2019,2.0,0.0
פרדס חנה כרכור,7800,2020,1.0,2.0
פרדס חנה כרכור,7800,2021,0.0,1.0
פרדס חנה כרכור,7800,2022,0.0,0.0
פתח תקוה,7900,2005,0.0,0.0
פתח תקוה,7900,2006,2.0,0.0
פתח תקוה,7900,2007,3.0,1.0
פתח תקוה,7900,2008,0.0,1.0
פתח תקוה,7900,2009,5.0,0.0
פתח תקוה,7900,2010,7.0,1.0
פתח תקוה,7900,2011,9.0,2.0
פתח תקוה,7900,2012,28.0,1.0
פתח תקוה,7900,2013,41.0,3.0
פתח תקוה,7900,2014,29.0,17.0
פתח תקוה,7900,2015,30.0,19.0
פתח תקוה,7900,2016,17.0,17.0
פתח תקוה,7900,2017,24.0,18.0
פתח תקוה,7900,2018,32.0,25.0
פתח תקוה,7900,2019,34.0,23.0
פתח תקוה,7900,2020,47.0,23.0
פתח תקוה,7900,2021,38.0,34.0
פתח תקוה,7900,2022,23.0,27.0
קרית אונו,2620,2005,0.0,0.0
קרית אונו,2620,2006,0.0,0.0
קרית אונו,2620,2007,1.0,0.0
קרית אונו,2620,2008,0.0,1.0
קרית אונו,2620,2009,1.0,0.0
קרית אונו,2620,2010,0.0,0.0
קרית אונו,2620,2011,4.0,0.0
קרית אונו,2620,2012,5.0,2.0
קרית אונו,2620,2013,9.0,4.0
קרית אונו,2620,2014,9.0,0.0
קרית אונו,2620,2015,12.0,7.0
קרית אונו,2620,2016,2.0,2.0
קרית אונו,2620,2017,3.0,5.0
קרית אונו,2620,2018,9.0,8.0
קרית אונו,2620,2019,2.0,5.0
קרית אונו,2620,2020,3.0,3.0
קרית אונו,2620,2021,3.0,4.0
קרית אונו,2620,2022,1.0,1.0
קרית אתא,6800,2005,0.0,0.0
קרית אתא,6800,2006,0.0,0.0
קרית אתא,6800,2007,0.0,0.0
קרית אתא,6800,2008,0.0,0.0
קרית אתא,6800,2009,0.0,0.0
קרית אתא,6800,2010,3.0,0.0
קרית אתא,6800,2011,0.0,1.0
קרית אתא,6800,2012,4.0,0.0
קרית אתא,6800,2013,14.0,5.0
קרית אתא,6800,2014,21.0,14.0
קרית אתא,6800,2015,23.0,19.0
קרית אתא,6800,2016,11.0,16.0
קרית אתא,6800,2017,27.0,11.0
קרית אתא,6800,2018,17.0,27.0
קרית אתא,6800,2019,9.0,15.0
קרית אתא,6800,2020,9.0,13.0
קרית אתא,6800,2021,3.0,7.0
קרית אתא,6800,2022,3.0,4.0
קרית ביאליק,9500,2005,0.0,0.0
קרית ביאליק,9500,2006,0.0,0.0
קרית ביאליק,9500,2007,0.0,0.0
קרית ביאליק,9500,2008,0.0,0.0
קרית ביאליק,9500,2009,2.0,0.0
קרית ביאליק,9500,2010,0.0,0.0
קרית ביאליק,9500,2011,0.0,1.0
קרית ביאליק,9500,2012,0.0,0.0
קרית ביאליק,9500,2013,5.0,0.0
קרית ביאליק,9500,2014,8.0,2.0
קרית ביאליק,9500,2015,27.0,12.0
קרית ביאליק,9500,2016,19.0,12.0
קרית ביאליק,9500,2017,25.0,13.0
קרית ביאליק,9500,2018,14.0,13.0
קרית ביאליק,9500,2019,12.0,12.0
קרית ביאליק,9500,2020,7.0,5.0
קרית ביאליק,9500,2021,2.0,6.0
קרית ביאליק,9500,2022,5.0,3.0
קרית גת,2630,2005,0.0,0.0
קרית גת,2630,2006,0.0,0.0
קרית גת,2630,2007,0.0,0.0
קרית גת,2630,2008,0.0,0.0
קרית גת,2630,2009,0.0,0.0
קרית גת,2630,2010,1.0,0.0
קרית גת,2630,2011,0.0,0.0
קרית גת,2630,2012,2.0,0.0
קרית גת,2630,2013,0.0,1.0
קרית גת,2630,2014,0.0,0.0
קרית גת,2630,2015,0.0,0.0
קרית גת,2630,2016,0.0,0.0
קרית גת,2630,2017,1.0,0.0
קרית גת,2630,2018,0.0,0.0
קרית גת,2630,2019,0.0,0.0
קרית גת,2630,2020,0.0,0.0
קרית גת,2630,2021,0.0,1.0
קרית גת,2630,2022,0.0,0.0
קרית טבעון,2300,2005,0.0,0.0
קרית טבעון,2300,2006,1.0,0.0
קרית טבעון,2300,2007,0.0,1.0
קרית טבעון,2300,2008,0.0,0.0
קרית טבעון,2300,2009,0.0,0.0
קרית טבעון,2300,2010,1.0,0.0
קרית טבעון,2300,2011,0.0,1.0
קרית טבעון,2300,2012,1.0,0.0
קרית טבעון,2300,2013,0.0,0.0
קרית טבעון,2300,2014,0.0,1.0
קרית טבעון,2300,2015,0.0,0.0
קרית טבעון,2300,2016,0.0,0.0
קרית טבעון,2300,2017,0.0,0.0
קרית טבעון,2300,2018,0.0,0.0
קרית טבעון,2300,2019,0.0,0.0
קרית טבעון,2300,2020,1.0,0.0
קרית טבעון,2300,2021,0.0,0.0
קרית טבעון,2300,2022,0.0,0.0
קרית ים,9600,2005,0.0,0.0
קרית ים,9600,2006,0.0,0.0
קרית ים,9600,2007,0.0,0.0
קרית ים,9600,2008,0.0,0.0
קרית ים,9600,2009,0.0,0.0
קרית ים,9600,2010,0.0,0.0
קרית ים,9600,2011,0.0,0.0
קרית ים,9600,2012,0.0,0.0
קרית ים,9600,2013,3.0,1.0
קרית ים,9600,2014,3.0,1.0
קרית ים,9600,2015,2.0,3.0
קרית ים,9600,2016,7.0,2.0
קרית ים,9600,2017,9.0,6.0
קרית ים,9600,2018,2.0,0.0
קרית ים,9600,2019,3.0,5.0
קרית ים,9600,2020,2.0,2.0
קרית ים,9600,2021,0.0,0.0
קרית ים,9600,2022,2.0,0.0
קרית מוצקין,8200,2005,0.0,0.0
קרית מוצקין,8200,2006,0.0,0.0
קרית מוצקין,8200,2007,1.0,0.0
קרית מוצקין,8200,2008,0.0,1.0
קרית מוצקין,8200,2009,0.0,0.0
קרית מוצקין,8200,2010,0.0,0.0
קרית מוצקין,8200,2011,0.0,0.0
קרית מוצקין,8200,2012,0.0,0.0
קרית מוצקין,8200,2013,4.0,0.0
קרית מוצקין,8200,2014,6.0,1.0
קרית מוצקין,8200,2015,9.0,6.0
קרית מוצקין,8200,2016,3.0,3.0
קרית מוצקין,8200,2017,10.0,5.0
קרית מוצקין,8200,2018,19.0,10.0
קרית מוצקין,8200,2019,8.0,8.0
קרית מוצקין,8200,2020,3.0,2.0
קרית מוצקין,8200,2021,0.0,6.0
קרית מוצקין,8200,2022,1.0,0.0
קרית מלאכי,1034,2005,0.0,0.0
קרית מלאכי,1034,2006,0.0,0.0
קרית מלאכי,1034,2007,0.0,0.0
קרית מלאכי,1034,2008,0.0,0.0
קרית מלאכי,1034,2009,0.0,0.0
קרית מלאכי,1034,2010,0.0,0.0
קרית מלאכי,1034,2011,0.0,0.0
קרית מלאכי,1034,2012,0.0,0.0
קרית מלאכי,1034,2013,0.0,0.0
קרית מלאכי,1034,2014,0.0,0.0
קרית מלאכי,1034,2015,0.0,0.0
קרית מלאכי,1034,2016,1.0,0.0
קרית מלאכי,1034,2017,0.0,1.0
קרית מלאכי,1034,2018,0.0,0.0
קרית מלאכי,1034,2019,0.0,0.0
קרית מלאכי,1034,2020,0.0,0.0
קרית מלאכי,1034,2021,0.0,0.0
קרית מלאכי,1034,2022,0.0,0.0
קרית שמונה,2800,2005,0.0,0.0
קרית שמונה,2800,2006,0.0,0.0
קרית שמונה,2800,2007,1.0,0.0
קרית שמונה,2800,2008,1.0,1.0
קרית שמונה,2800,2009,0.0,1.0
קרית שמונה,2800,2010,4.0,0.0
קרית שמונה,2800,2011,0.0,1.0
קרית שמונה,2800,2012,3.0,0.0
קרית שמונה,2800,2013,1.0,3.0
קרית שמונה,2800,2014,0.0,0.0
קרית שמונה,2800,2015,0.0,0.0
קרית שמונה,2800,2016,2.0,0.0
קרית שמונה,2800,2017,5.0,0.0
קרית שמונה,2800,2018,0.0,5.0
קרית שמונה,2800,2019,0.0,0.0
קרית שמונה,2800,2020,0.0,0.0
קרית שמונה,2800,2021,0.0,1.0
קרית שמונה,2800,2022,0.0,0.0
ראשון לציון,8300,2005,0.0,0.0
ראשון לציון,8300,2006,2.0,0.0
ראשון לציון,8300,2007,5.0,1.0
ראשון לציון,8300,2008,4.0,1.0
ראשון לציון,8300,2009,9.0,2.0
ראשון לציון,8300,2010,17.0,5.0
ראשון לציון,8300,2011,36.0,7.0
ראשון לציון,8300,2012,29.0,8.0
ראשון לציון,8300,2013,46.0,15.0
ראשון לציון,8300,2014,35.0,19.0
ראשון לציון,8300,2015,44.0,12.0
ראשון לציון,8300,2016,24.0,23.0
ראשון לציון,8300,2017,24.0,21.0
ראשון לציון,8300,2018,19.0,16.0
ראשון לציון,8300,2019,14.0,16.0
ראשון לציון,8300,2020,4.0,10.0
ראשון לציון,8300,2021,4.0,30.0
ראשון לציון,8300,2022,0.0,14.0
רחובות,8400,2005,0.0,0.0
רחובות,8400,2006,0.0,0.0
רחובות,8400,2007,0.0,0.0
רחובות,8400,2008,1.0,0.0
רחובות,8400,2009,0.0,0.0
רחובות,8400,2010,4.0,1.0
רחובות,8400,2011,4.0,3.0
רחובות,8400,2012,3.0,1.0
רחובות,8400,2013,18.0,3.0
רחובות,8400,2014,12.0,1.0
רחובות,8400,2015,14.0,4.0
רחובות,8400,2016,9.0,4.0
רחובות,8400,2017,12.0,2.0
רחובות,8400,2018,6.0,12.0
רחובות,8400,2019,12.0,6.0
רחובות,8400,2020,2.0,6.0
רחובות,8400,2021,5.0,4.0
רחובות,8400,2022,5.0,4.0
רמלה,8500,2005,0.0,0.0
רמלה,8500,2006,0.0,0.0
רמלה,8500,2007,1.0,0.0
רמלה,8500,2008,0.0,0.0
רמלה,8500,2009,0.0,1.0
רמלה,8500,2010,0.0,0.0
רמלה,8500,2011,0.0,0.0
רמלה,8500,2012,1.0,0.0
רמלה,8500,2013,1.0,0.0
רמלה,8500,2014,1.0,0.0
רמלה,8500,2015,1.0,0.0
רמלה,8500,2016,1.0,1.0
רמלה,8500,2017,1.0,1.0
רמלה,8500,2018,1.0,0.0
רמלה,8500,2019,1.0,0.0
רמלה,8500,2020,0.0,1.0
רמלה,8500,2021,0.0,0.0
רמלה,8500,2022,0.0,0.0
רמת גן,8600,2005,0.0,0.0
רמת גן,8600,2006,0.0,0.0
רמת גן,8600,2007,4.0,0.0
רמת גן,8600,2008,6.0,3.0
רמת גן,8600,2009,7.0,4.0
רמת גן,8600,2010,38.0,4.0
רמת גן,8600,2011,57.0,20.0
רמת גן,8600,2012,94.0,29.0
רמת גן,8600,2013,164.0,62.0
רמת גן,8600,2014,224.0,52.0
רמת גן,8600,2015,102.0,89.0
רמת גן,8600,2016,106.0,53.0
רמת גן,8600,2017,74.0,42.0
רמת גן,8600,2018,98.0,47.0
רמת גן,8600,2019,48.0,68.0
רמת גן,8600,2020,30.0,55.0
רמת גן,8600,2021,22.0,48.0
רמת גן,8600,2022,36.0,27.0
רמת השרון,2650,2005,0.0,0.0
רמת השרון,2650,2006,1.0,0.0
רמת השרון,2650,2007,1.0,0.0
רמת השרון,2650,2008,2.0,1.0
רמת השרון,2650,2009,0.0,0.0
רמת השרון,2650,2010,2.0,1.0
רמת השרון,2650,2011,2.0,2.0
רמת השרון,2650,2012,1.0,0.0
רמת השרון,2650,2013,12.0,3.0
רמת השרון,2650,2014,7.0,5.0
רמת השרון,2650,2015,12.0,4.0
רמת השרון,2650,2016,11.0,4.0
רמת השרון,2650,2017,20.0,3.0
רמת השרון,2650,2018,14.0,5.0
רמת השרון,2650,2019,16.0,13.0
רמת השרון,2650,2020,8.0,5.0
רמת השרון,2650,2021,3.0,20.0
רמת השרון,2650,2022,0.0,7.0
רעננה,8700,2005,0.0,0.0
רעננה,8700,2006,2.0,0.0
רעננה,8700,2007,2.0,1.0
רעננה,8700,2008,7.0,0.0
רעננה,8700,2009,8.0,4.0
רעננה,8700,2010,15.0,4.0
רעננה,8700,2011,12.0,8.0
רעננה,8700,2012,19.0,13.0
רעננה,8700,2013,38.0,13.0
רעננה,8700,2014,46.0,14.0
רעננה,8700,2015,37.0,21.0
רעננה,8700,2016,10.0,20.0
רעננה,8700,2017,16.0,11.0
רעננה,8700,2018,10.0,17.0
רעננה,8700,2019,9.0,19.0
רעננה,8700,2020,19.0,14.0
רעננה,8700,2021,14.0,12.0
רעננה,8700,2022,12.0,11.0
תל אביב יפו,5000,2005,2.0,0.0
תל אביב יפו,5000,2006,4.0,0.0
תל אביב יפו,5000,2007,10.0,2.0
תל אביב יפו,5000,2008,11.0,4.0
תל אביב יפו,5000,2009,20.0,2.0
תל אביב יפו,5000,2010,23.0,10.0
תל אביב יפו,5000,2011,32.0,10.0
תל אביב יפו,5000,2012,82.0,15.0
תל אביב יפו,5000,2013,112.0,34.0
תל אביב יפו,5000,2014,189.0,48.0
תל אביב יפו,5000,2015,174.0,55.0
תל אביב יפו,5000,2016,155.0,60.0
תל אביב יפו,5000,2017,181.0,68.0
תל אביב יפו,5000,2018,164.0,83.0
תל אביב יפו,5000,2019,116.0,149.0
תל אביב יפו,5000,2020,238.0,115.0
תל אביב יפו,5000,2021,240.0,124.0
תל אביב יפו,5000,2022,209.0,133.0
